filename,tempo1,zero_crossing_rate_mean,zero_crossing_rate_var,rms_mean,rms_var,y_harm_mean,y_harm_var,y_perc_mean,y_perc_var,spectral_centroid_mean,spectral_centroid_var,rolloff_mean,rolloff_var,chroma_stft_mean,chroma_stft_var,spectral_bandwidth_mean,spectral_bandwidth_var,label,mfcc_mean_1,mfcc_mean_2,mfcc_var_1,mfcc_var_2
000-너의 모든 순간-성시경.mp3,135.99917763157896,0.06305141529454425,0.05907593432389916,0.20693314,0.014392295,4.1418356e-05,0.042217012,0.00015798325,0.0056196563,1478.5669501976226,511317.6600101328,3055.470936052682,2830696.7064794004,0.2666602,0.09036649,1802.6174946735623,273552.27973441186,000-너의 모든 순간-성시경.mp3,0.5335567,0.5182981,0.03348059,0.032177925
001-Monologue-테이(Tei).mp3,78.30255681818181,0.12324755788124829,0.1080575973575567,0.21955645,0.010051907,2.9324874e-06,0.033470556,0.00033086067,0.011100278,2448.858859269898,686172.1142398224,5066.694181442768,2592118.330987247,0.34443128,0.08889249,2412.7100452783334,167487.24735045715,001-Monologue-테이(Tei).mp3,0.5113976,0.50265175,0.02853392,0.027915062
002-혼자서 걸어요 (Prod. by 나얼)-태연 (TAEYEON).mp3,135.99917763157896,0.08135355465193611,0.07473515379743059,0.14501515,0.0063574957,1.7594078e-06,0.020258484,-1.8468525e-06,0.0023052897,2058.578052451308,627262.5439779224,4733.02774123874,4628047.623181981,0.26238394,0.086176835,2402.4090744344207,463610.49367126555,002-혼자서 걸어요 (Prod. by 나얼)-태연 (TAEYEON).mp3,0.49978858,0.5000081,0.031132197,0.034356408
003-Say I Love You-우디(Woody).mp3,135.99917763157896,0.06467565084523046,0.06049271103297634,0.2587242,0.011676974,8.1981925e-06,0.045788836,4.016413e-05,0.015676174,1846.8585534341512,883943.668477281,4357.0884852510035,6049626.489634512,0.2779073,0.092972495,2422.17930472057,630201.7336980513,003-Say I Love You-우디(Woody).mp3,0.5078344,0.52047896,0.031573683,0.024686534
004-그댄 행복에 살텐데 (2022)-최유리.mp3,123.046875,0.06999092376656758,0.06509219435687015,0.18292144,0.009578553,1.5938529e-06,0.028329033,9.967485e-05,0.006010318,2086.7803152380334,904605.9733911266,5043.194386250264,6355687.87807298,0.2701012,0.08858386,2555.3234535154193,655405.7127393744,004-그댄 행복에 살텐데 (2022)-최유리.mp3,0.48559657,0.49980053,0.032763146,0.029747333
005-해요 (2022)-#안녕.mp3,143.5546875,0.06775752464600825,0.06316644249985381,0.20741719,0.01418452,3.139638e-05,0.03918291,0.0002238905,0.006864966,1720.2358769882396,558940.8108044316,3459.3579018238056,2620635.8744819215,0.28830278,0.092579804,2099.118563676513,201396.42947960668,005-해요 (2022)-#안녕.mp3,0.5253041,0.5137326,0.029718349,0.030092312
006-마지막 사랑-신예영.mp3,135.99917763157896,0.07927933933883884,0.07299412569283607,0.202796,0.014638378,1.56111e-05,0.036918093,-0.00017594735,0.007351253,1925.4680373907916,654865.2454167191,4107.117031390739,3459703.460870902,0.2647031,0.08862495,2301.8520293473516,307720.33629762026,006-마지막 사랑-신예영.mp3,0.4906921,0.50115424,0.03361633,0.031145012
007-다정히 내 이름을 부르면-경서예지.mp3,143.5546875,0.097625450070644,0.08809472156914833,0.25313005,0.011169638,2.7409073e-05,0.053946562,9.127245e-05,0.007627344,2204.77869136378,892493.1425794343,4904.753450429113,5075875.09763847,0.253395,0.08851977,2327.369362285395,645964.0729404488,007-다정히 내 이름을 부르면-경서예지.mp3,0.506871,0.5026722,0.02987519,0.026359813
008-그때 그 순간 그대로 (그그그)-WSG워너비 (가야G).mp3,117.45383522727273,0.12170105230602908,0.10688990617363425,0.22195736,0.017250052,7.5099674e-06,0.042180315,-5.47905e-05,0.009045596,2696.3560242716344,887586.4240770894,6139.837972351387,3693198.378843367,0.33096582,0.089745164,2762.4979976718064,247709.83235744585,008-그때 그 순간 그대로 (그그그)-WSG워너비 (가야G).mp3,0.5143451,0.5075474,0.027274484,0.027484478
"009-모든 날, 모든 순간 (Every day, Every Moment)-폴킴(Paul Kim).mp3",66.25600961538461,0.04797114998872239,0.04566991875748188,0.10449381,0.002533885,-3.5623043e-06,0.009447872,-7.495481e-05,0.001301611,1296.0551861700985,723872.6974591903,2664.4343201188017,4164212.6933955597,0.30414692,0.087711304,1789.307588405271,502356.59033625666,"009-모든 날, 모든 순간 (Every day, Every Moment)-폴킴(Paul Kim).mp3",0.52102673,0.51971763,0.030273272,0.032578092
010-취중고백-김민석 (멜로망스).mp3,123.046875,0.06687266023454619,0.06240070754770112,0.17439641,0.01109697,4.2370284e-05,0.028268598,0.0004455084,0.004878971,1747.135554887092,684114.0905036423,3686.0230183337826,3358522.2918152297,0.29795983,0.09309708,2155.0961090112087,298157.94290956185,010-취중고백-김민석 (멜로망스).mp3,0.50365037,0.501485,0.028472925,0.028310796
011-나의 X에게-경서.mp3,95.703125,0.09459860623311367,0.08564970993186605,0.28894228,0.01752184,-0.00033151597,0.06945723,-0.001211543,0.012758862,2156.5293043081183,938879.5229846177,4675.692822243521,4628398.667034241,0.2655544,0.09098408,2331.9068314279893,549375.8065471123,011-나의 X에게-경서.mp3,0.4932889,0.5171825,0.028302753,0.03171459
012-사랑은 늘 도망가-임영웅.mp3,135.99917763157896,0.0761324313049449,0.07033628420854271,0.21116664,0.019708548,-0.0001567642,0.043927826,-0.00073216273,0.007825314,1789.6448297905656,918646.2221229207,3753.972803944371,4058946.1699455134,0.296619,0.09182675,2062.4081753953146,382338.6401814212,012-사랑은 늘 도망가-임영웅.mp3,0.52270794,0.4943526,0.032135174,0.029867975
013-내가 아니라도-주호.mp3,135.99917763157896,0.09358601656195495,0.08482767406602046,0.20823331,0.0149867255,8.607598e-06,0.04058009,0.00012437411,0.007226973,2346.518016478826,1388072.4149170876,5238.120730594987,5855285.6310207555,0.31829217,0.09375822,2437.1084660084452,625274.7847367814,013-내가 아니라도-주호.mp3,0.47813588,0.49657652,0.030909158,0.029560028
014-드라마-아이유(IU).mp3,107.666015625,0.07530030192063732,0.06963016645129814,0.20126812,0.008868939,8.321392e-05,0.03930864,0.00021391576,0.0037116993,1864.26557918644,903159.239021991,3981.1161465412356,5033993.249723279,0.2280386,0.0849134,2194.957838793574,547580.8745848279,014-드라마-아이유(IU).mp3,0.49980718,0.50312734,0.03260172,0.036039773
015-우린 그렇게 사랑해서-강민경.mp3,129.19921875,0.06520781120809438,0.06095575256554382,0.2078937,0.01183762,2.1762247e-05,0.04145015,0.0002072275,0.00446763,1725.0259046527858,590300.8797457374,3782.299245411382,3886128.766027454,0.2743542,0.08663253,2173.493145664074,429216.3471763979,015-우린 그렇게 사랑해서-강민경.mp3,0.510537,0.48583853,0.028958507,0.031564124
016-그대를 알고-송하예.mp3,129.19921875,0.08851201099895402,0.08067763490787519,0.21399847,0.015970731,-3.003385e-05,0.04059544,-0.00021984389,0.0091133425,1945.0607230536395,792113.3706392813,3955.5416789859287,3299979.61949153,0.2634382,0.09179453,2172.2904889781385,265789.705684053,016-그대를 알고-송하예.mp3,0.49447775,0.51649755,0.02944763,0.028885799
017-잘가요-주호.mp3,135.99917763157896,0.09740681451926454,0.0879187270044741,0.18927844,0.010850865,1.7878961e-05,0.03127564,0.000100630474,0.00638418,2246.9325008969695,843642.3231148795,5055.961998526308,4112669.4560113535,0.298757,0.091596164,2406.9513357067194,339056.16447300377,017-잘가요-주호.mp3,0.5195598,0.5295891,0.029111147,0.03201217
018-떠나보낼 준비해 둘걸 그랬어-임한별.mp3,129.19921875,0.08249136564497044,0.0756865402389982,0.21863389,0.016254127,-1.1097576e-05,0.04266652,-0.00011141621,0.0075103464,2115.5242518288374,782066.0763944518,5100.821591877015,5356038.827432444,0.2914132,0.09354367,2554.11775438128,442602.2417115987,018-떠나보낼 준비해 둘걸 그랬어-임한별.mp3,0.49076974,0.49689323,0.030749014,0.028699027
019-팡파레-다비치.mp3,99.38401442307692,0.10766777086818485,0.09607542198446091,0.28939086,0.0076864427,-1.4869203e-06,0.055472128,-0.00029490626,0.013807194,2440.1688255918903,530875.6772346803,5394.7276834295635,2876445.92227918,0.30378956,0.09011807,2639.6078076111157,174964.2864970684,019-팡파레-다비치.mp3,0.49469906,0.53205407,0.030067597,0.02883461
020-니 번호가 뜨는 일-이예준.mp3,135.99917763157896,0.10025925588584102,0.09020733749505849,0.1973729,0.013196781,-2.5361624e-05,0.03414816,-0.00046250902,0.007288027,2071.1664734902433,761604.2999134903,4240.539012080419,3466458.978296919,0.28370297,0.09070986,2231.8591110139882,316059.53365553246,020-니 번호가 뜨는 일-이예준.mp3,0.52006596,0.49385196,0.029807568,0.028121073
021-아픈 나를 (Prod. By 나얼)-성시경.mp3,135.99917763157896,0.07897597748103882,0.07273877246195325,0.19979599,0.013056162,-4.558294e-06,0.03576761,6.6170223e-06,0.005628829,1898.2418131308439,608246.6368990771,4148.945546598338,3497593.8442921615,0.2805011,0.08768669,2252.325798075171,282797.80632255913,021-아픈 나를 (Prod. By 나얼)-성시경.mp3,0.49472797,0.5304728,0.027236976,0.028118946
022-Christmas Tree-V.mp3,143.5546875,0.056899117523229105,0.053661607948306864,0.22411172,0.013143204,7.4248244e-05,0.048791587,6.319104e-05,0.004357215,1523.3441735221334,1104044.4156775237,3216.4300153482154,5041498.232949671,0.28101462,0.09330413,1900.629900163614,595288.2752454416,022-Christmas Tree-V.mp3,0.49044162,0.48839203,0.03559666,0.031812213
023-눈이 오잖아(Feat.헤이즈)-이무진.mp3,95.703125,0.0703141446008633,0.06537006566991216,0.18826589,0.012753851,-8.75207e-06,0.031893082,3.5050555e-06,0.0061284816,1889.5752866344644,651408.7014024673,4342.544933945263,4167894.3868869734,0.3156172,0.0909116,2388.5222669389445,331102.79852447234,023-눈이 오잖아(Feat.헤이즈)-이무진.mp3,0.5028117,0.5022249,0.029612226,0.027838707
024-사랑해도 될까요-양다일.mp3,129.19921875,0.0746784570097152,0.06910158506836339,0.18836045,0.013284617,3.6611323e-06,0.033128418,0.00012669333,0.005165659,1895.553346664316,635790.0362576939,4201.179773746949,3545400.8451957316,0.2660009,0.089905955,2197.268751183574,360679.01788049267,024-사랑해도 될까요-양다일.mp3,0.5182655,0.5266784,0.031855687,0.028491013
025-어른-Sondia.mp3,123.046875,0.06078976743719104,0.05709437161212325,0.17145652,0.012847936,1.14729955e-05,0.031058937,2.430051e-05,0.0037813357,1539.8643876120848,583148.1765900222,3135.0656817036293,3151875.000258138,0.3173839,0.09327114,1991.2875057843064,305422.49320018734,025-어른-Sondia.mp3,0.50786257,0.49954358,0.030883435,0.03008828
026-희재-성시경.mp3,123.046875,0.11689350450376508,0.10322941310859333,0.11709639,0.003667692,1.6652385e-06,0.01083705,-1.938039e-05,0.0030262303,2517.846595540844,1288537.0606649844,5679.919456726461,5285782.238545181,0.29309705,0.088754155,2611.484987282767,423584.6464729359,026-희재-성시경.mp3,0.53477854,0.49609104,0.027416203,0.029562192
027-Wonder Why-경서.mp3,92.28515625,0.07374232496209969,0.06830439447128372,0.24466571,0.011037461,-4.383377e-05,0.04935143,-0.00050720124,0.007663082,1809.0124266161286,566587.8616421656,3820.7785635203195,2924206.9339151178,0.27436417,0.08899111,2156.8900384249346,293430.82150982576,027-Wonder Why-경서.mp3,0.46670684,0.49438664,0.031311847,0.028928319
028-진심이었던 사람만 바보가 돼-권진아.mp3,151.99908088235293,0.06502413871525085,0.060796000099590686,0.13914403,0.009046865,4.5232974e-07,0.023535112,7.65575e-06,0.0014878862,1479.0350169691314,608786.5840157749,2911.623684865124,3540915.370215537,0.23092046,0.08612499,1807.3716302828914,496473.4169176851,028-진심이었던 사람만 바보가 돼-권진아.mp3,0.50822616,0.5216248,0.032867484,0.029615186
"029-어떻게 이별까지 사랑하겠어, 널 사랑하는 거지-AKMU(악뮤).mp3",129.19921875,0.061266927271004856,0.05751329089377425,0.14180307,0.0091935685,4.032345e-06,0.023127746,6.082767e-05,0.0018230939,1425.3661321421614,607547.9957485494,2753.878486673603,3109908.8574958984,0.2588732,0.085774556,1812.0031482758561,451156.9568111596,"029-어떻게 이별까지 사랑하겠어, 널 사랑하는 거지-AKMU(악뮤).mp3",0.50222373,0.48693454,0.03342995,0.036393125
030-밤편지-아이유(IU).mp3,161.4990234375,0.06952327707750296,0.06468979102190764,0.16368477,0.010498143,-1.3759205e-05,0.027105648,-6.536735e-05,0.0038361833,1950.171903299995,916498.5161683442,4325.752383934944,5642035.639478993,0.25912976,0.091389775,2390.053175234297,440490.85348096484,030-밤편지-아이유(IU).mp3,0.49591342,0.48100612,0.032258607,0.03121934
031-밤하늘의 별을(2020)-경서.mp3,75.99954044117646,0.09168006663054344,0.08327483201316245,0.17220227,0.005918837,-9.579426e-06,0.021615755,-0.0002227517,0.0069598374,2167.916501432534,1026303.1967996462,4806.757530975056,5604544.224401103,0.28577,0.09267624,2371.978791218552,675818.2019346036,031-밤하늘의 별을(2020)-경서.mp3,0.44970405,0.48604718,0.02732489,0.029259458
032-다시 사랑한다면 (니글니글 버터플라이)-김필(Kim Feel).mp3,151.99908088235293,0.10102699659761727,0.09082054255608234,0.16727997,0.00859288,-1.5812109e-06,0.025601901,-4.612985e-06,0.0035654134,2023.7616027886943,618960.5874024677,4076.9698571115305,2999404.8074333267,0.29225826,0.08679299,2129.921009624274,284602.2208466166,032-다시 사랑한다면 (니글니글 버터플라이)-김필(Kim Feel).mp3,0.49673402,0.5039083,0.02963155,0.028186625
033-네가 보고 싶은 건 자연스러운 거겠지-신예영.mp3,135.99917763157896,0.08586382678392364,0.078491230033944,0.1814905,0.010901814,5.433738e-06,0.031495813,6.110884e-05,0.004103401,2156.6584661307816,974418.7243943603,4984.378022452663,5737425.844149959,0.26140574,0.090677254,2461.595560842934,564451.5520035969,033-네가 보고 싶은 건 자연스러운 거겠지-신예영.mp3,0.5189894,0.536368,0.033791002,0.033875972
034-지금 고백합니다-MSG워너비(M.O.M).mp3,112.34714673913044,0.09861718925292988,0.08889183923678165,0.22607026,0.0070454865,6.8489358e-06,0.042266596,7.057183e-05,0.0053654327,2368.110423503161,634117.4497714074,5225.455851762957,2985323.915349658,0.276171,0.08878843,2542.2083836028355,219200.09901707253,034-지금 고백합니다-MSG워너비(M.O.M).mp3,0.5125466,0.48055068,0.029936232,0.027156487
035-오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)-마크툽(MAKTUB).mp3,151.99908088235293,0.11413828626152547,0.10111073787080754,0.19537665,0.010957294,-5.469895e-05,0.03021019,-0.0003093166,0.007406839,2493.0805946142427,945481.7061114497,5343.865136795316,4272814.998841375,0.3140276,0.089622766,2515.277942213159,350819.64600763115,035-오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)-마크툽(MAKTUB).mp3,0.48971373,0.49486655,0.028446974,0.030241314
036-사계 (Four Seasons)-태연 (TAEYEON).mp3,172.265625,0.11433940693924291,0.1012659069600251,0.22448081,0.011930971,-3.8228896e-05,0.034754727,-0.00029337517,0.0112165,2501.1161997966105,790516.5186363307,5382.357682801413,2975506.218566854,0.38811767,0.09053392,2552.121585316409,189648.51317772752,036-사계 (Four Seasons)-태연 (TAEYEON).mp3,0.5271932,0.5089647,0.032045964,0.028397737
037-가슴으로 운다-김연지.mp3,95.703125,0.08475781174985558,0.07757392509723157,0.23600438,0.010744657,-0.0001157214,0.043820176,-0.0008546374,0.008812657,2034.3070644613838,516794.4931126672,4336.203345417106,2920342.710371858,0.25679737,0.09188132,2328.657212933176,206166.1644214445,037-가슴으로 운다-김연지.mp3,0.4602129,0.47404897,0.029762069,0.030916926
038-스티커 사진-21학번.mp3,95.703125,0.09468017145621478,0.08571583658923655,0.19481438,0.0069876118,-3.6001407e-07,0.029151581,-6.591162e-05,0.006297421,2381.4024841815403,867830.231423485,5183.789495885725,3057048.1525558047,0.25036103,0.08883646,2593.8186887973256,218552.72288491367,038-스티커 사진-21학번.mp3,0.5099148,0.5130519,0.029266903,0.031942334
039-우리들의 블루스-임영웅.mp3,135.99917763157896,0.06454114028092897,0.060375581492166416,0.11513893,0.0053804265,-1.0142644e-06,0.013932217,-2.5646214e-05,0.0014591402,1582.6043036702183,428766.3430588591,3232.5283716090717,2259807.5992479036,0.27711293,0.088722534,1945.6465648095436,231810.3489483258,039-우리들의 블루스-임영웅.mp3,0.5076331,0.51139885,0.030866241,0.03112472
040-운이 좋았지-권진아.mp3,66.25600961538461,0.0680091425680498,0.06338389909520854,0.0974197,0.0028786033,3.473704e-07,0.009103892,-6.53185e-05,0.0010955491,1818.0101979738529,798979.542203491,4203.949744053119,5283383.466657305,0.2759206,0.08924804,2260.129923702035,517251.206210012,040-운이 좋았지-권진아.mp3,0.4959854,0.50141245,0.029860135,0.029904542
041-새벽에 걸려온 너의 전화는-한동근.mp3,135.99917763157896,0.07143757844175075,0.06633425082812945,0.17725208,0.014246341,6.2551885e-06,0.029077822,-2.00748e-05,0.0060509215,1674.9684572631509,482947.29494270077,3481.6144226235165,2722364.6824030327,0.31315577,0.08998449,2084.790388541138,270012.63549577486,041-새벽에 걸려온 너의 전화는-한동근.mp3,0.539793,0.4809257,0.03027334,0.027413648
042-그래서 그대는-이영현.mp3,67.99958881578948,0.10341247967568593,0.09271833872301183,0.22945552,0.013982946,4.4284072e-05,0.044350665,0.0006085376,0.008233456,2041.289595877996,472870.98780308367,4102.659663183913,2268329.3299674527,0.28974456,0.086264305,2108.0922955218393,251523.602757339,042-그래서 그대는-이영현.mp3,0.52396834,0.49218237,0.030498195,0.030586923
043-바라만 본다-MSG워너비(M.O.M).mp3,117.45383522727273,0.09665151247416462,0.08730999761062105,0.31300002,0.016034175,-0.00694184,0.06504958,-0.0048653404,0.020069217,2170.8725099562735,543108.0080452152,4729.54627983211,2581636.7781622624,0.29499197,0.09080907,2372.5460167219894,205128.13408330656,043-바라만 본다-MSG워너비(M.O.M).mp3,0.47496468,0.4671951,0.032080438,0.030154072
044-듣고 싶을까-MSG워너비(M.O.M).mp3,123.046875,0.085097492812386,0.0778559095294319,0.36507705,0.01469297,-0.00019973113,0.08669731,-0.000459464,0.026623407,2197.0600648955874,713376.5735855218,4868.014153527998,3056284.780656582,0.32400927,0.09382789,2496.4184952169344,212517.80103209853,044-듣고 싶을까-MSG워너비(M.O.M).mp3,0.51693517,0.50748086,0.034385733,0.028930904
045-서랍-10CM.mp3,112.34714673913044,0.05431077272474277,0.05136111269078411,0.19727537,0.011636176,3.0480427e-07,0.03742868,-3.204176e-05,0.0040340377,1355.489298485985,629694.495756319,2833.3661098293746,4224921.552490292,0.30165696,0.08771957,1836.614861551917,541285.3394555321,045-서랍-10CM.mp3,0.52593225,0.50822854,0.030761164,0.03146053
046-늦은 밤 헤어지긴 너무 아쉬워-케이시.mp3,95.703125,0.09048658341154615,0.08229876163405143,0.30205622,0.010954889,2.132002e-05,0.06383789,0.0005066176,0.019554142,2238.134993034634,1170171.1816802213,4855.329967284891,4799957.245629085,0.31046325,0.09802638,2494.613087945375,325514.3741185912,046-늦은 밤 헤어지긴 너무 아쉬워-케이시.mp3,0.4994583,0.49132472,0.030017782,0.031211667
047-선물-멜로망스(MeloMance).mp3,161.4990234375,0.0711715519477282,0.06610616214108014,0.11005996,0.0030603223,-1.01564165e-05,0.00881746,0.0002524578,0.0029286884,1718.6319561482221,505696.4556324114,3721.098572879375,2944824.4593133633,0.3263749,0.09207316,2197.373806749138,222437.0705399988,047-선물-멜로망스(MeloMance).mp3,0.526478,0.49670732,0.029038172,0.029846396
048-거리에서-성시경.mp3,129.19921875,0.07458622723809855,0.06902312194448516,0.07496765,0.0015679904,-1.7209129e-07,0.0047338437,-2.693146e-05,0.0010217048,1845.8072952601,660369.629457862,3994.074790965994,3666783.2770132003,0.29030386,0.088007115,2208.421688266551,370290.1486369602,048-거리에서-성시경.mp3,0.49866593,0.4957281,0.02903161,0.030348973
049-시든 꽃에 물을 주듯-HYNN(박혜원).mp3,129.19921875,0.09453300203157283,0.08559651355847134,0.1406661,0.011701365,1.269917e-06,0.020487664,-1.7618328e-05,0.004900686,2043.3483505072231,1236699.1828541642,4299.797385441458,5820482.325524986,0.29617885,0.094082125,2160.5721660957556,654476.0483514038,049-시든 꽃에 물을 주듯-HYNN(박혜원).mp3,0.5194397,0.5029817,0.030823343,0.028371844
050-마음을 드려요-아이유(IU).mp3,172.265625,0.0974214151457688,0.08793048301676458,0.17470069,0.010397522,-5.558884e-06,0.032085706,-6.852603e-05,0.0028993306,2099.5370705541604,777306.2711261524,4510.028457641602,4086572.2323688446,0.24180135,0.0890209,2259.2506365811764,330764.270811535,050-마음을 드려요-아이유(IU).mp3,0.50676495,0.48772374,0.032699704,0.02879643
051-세상에 없는 계절-임재현.mp3,143.5546875,0.09626238919707159,0.08699594162314304,0.19995685,0.00929283,8.073272e-05,0.03509727,0.00053122424,0.0052219834,1896.4605395662632,465763.13737304736,3747.99220207556,1883789.6091927344,0.29381618,0.09156411,2034.6317037563233,160226.13514311897,051-세상에 없는 계절-임재현.mp3,0.51231694,0.5014088,0.029043077,0.028963435
052-바보에게 바보가 (웹툰 '연애의 발견' X 이석훈)-이석훈.mp3,135.99917763157896,0.07347398806491043,0.06807556114274782,0.11133915,0.004349639,4.0549535e-06,0.010338978,1.2962732e-06,0.002533059,1763.7928250026566,699754.7632528177,3886.2009198979763,4250165.296613458,0.31666842,0.08901491,2109.579041979034,489301.1623551874,052-바보에게 바보가 (웹툰 '연애의 발견' X 이석훈)-이석훈.mp3,0.5003481,0.51557744,0.030822942,0.029366752
053-고백-멜로망스(MeloMance).mp3,117.45383522727273,0.0920152303206636,0.08354842770969874,0.2152262,0.014400439,-1.3280596e-05,0.035667744,-0.00011548677,0.011671973,1958.3563375413423,574049.8185488653,3849.9408265642032,2308876.1228129873,0.31676248,0.091144994,2149.247749135875,179360.30723417934,053-고백-멜로망스(MeloMance).mp3,0.5528666,0.5029151,0.029280728,0.029425347
054-기다리다-윤하.mp3,135.99917763157896,0.06938705228576533,0.06457248926085782,0.12038889,0.0034724271,-2.5498416e-06,0.0118934205,-4.699711e-05,0.0021724892,1790.3794955812157,750574.9008589039,3965.3830582010823,3981543.404962849,0.29952925,0.09250571,2298.8697172193874,360802.14359659306,054-기다리다-윤하.mp3,0.48020998,0.4871477,0.028253574,0.030295102
055-Good Parts (when the quality is bad but I am)-LE SSERAFIM (르세라핌).mp3,123.046875,0.10354493728311101,0.09282338324614756,0.23383145,0.009458387,-1.51098575e-05,0.034824986,-9.429815e-05,0.014068764,2434.15387946762,817035.1426113903,5240.148652289409,3286324.7217956404,0.31410277,0.09106291,2562.640734082221,207835.59423907343,055-Good Parts (when the quality is bad but I am)-LE SSERAFIM (르세라핌).mp3,0.52683467,0.52750975,0.031235483,0.028718594
056-이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM)-딘딘 (DINDIN).mp3,112.34714673913044,0.07914968845999479,0.0728850152766805,0.20684533,0.012922325,-1.2251009e-05,0.031355266,-1.8629229e-05,0.01004931,1963.8507763968835,663628.6042249603,4255.526288858424,3418724.091135944,0.32801357,0.091973275,2285.4152197137923,306236.9311550166,056-이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM)-딘딘 (DINDIN).mp3,0.5103759,0.5186358,0.029094284,0.026404407
057-너였다면-정승환.mp3,67.99958881578948,0.07119011988356987,0.06612208671453283,0.2070132,0.013755768,-3.814415e-05,0.040122095,-0.00012453919,0.0057359138,1898.5237761277544,689847.3273033007,4283.217452014054,4102949.730619403,0.28463116,0.09040191,2285.722559596957,333771.16494913684,057-너였다면-정승환.mp3,0.48060483,0.50014424,0.026747817,0.029742457
058-그대라는 시-태연 (TAEYEON).mp3,135.99917763157896,0.06144387662455576,0.057668526649902165,0.17396387,0.010962688,-0.005479711,0.033194855,-0.0016843214,0.0024909123,1487.4634038144382,596976.5927419988,3024.0613191538114,3851516.4801182942,0.24417922,0.09562582,1861.2466844508285,544671.4512857096,058-그대라는 시-태연 (TAEYEON).mp3,0.48216748,0.50601065,0.034483686,0.030740866
059-그때 그 아인-김필(Kim Feel).mp3,129.19921875,0.06511850724718589,0.06087808726108412,0.18810755,0.006011,-1.2529982e-06,0.032772515,7.435693e-06,0.0021921005,1573.0844573341044,609722.5386841312,3338.8099436806547,3583087.949574375,0.28312007,0.08376124,1950.502448900856,463645.7655451188,059-그때 그 아인-김필(Kim Feel).mp3,0.4718401,0.51203305,0.0306987,0.032609016
060-Monologue-버즈.mp3,78.30255681818181,0.10288561216753571,0.09230016297644714,0.109745294,0.0020168105,-1.8042873e-06,0.009181543,-1.0206263e-05,0.0019195323,2187.330549697091,502626.0075732185,4475.704036578673,2051343.6006482623,0.3285272,0.08901488,2242.69629927744,174589.52286188348,060-Monologue-버즈.mp3,0.50248903,0.5067789,0.026775809,0.030000992
061-마지막 너의 인사-헤이즈(Heize).mp3,66.25600961538461,0.0810062240722548,0.0744442157338104,0.30445725,0.020696837,-0.00050720293,0.084892616,-0.0012759014,0.009234088,1918.7598128103643,347571.6725877749,4180.694033564954,1947597.3353791758,0.26299548,0.08668065,2264.2086602514382,194978.49041558235,061-마지막 너의 인사-헤이즈(Heize).mp3,0.4835417,0.48491222,0.029718727,0.032218132
062-늦은 밤 너의 집 앞 골목길에서-노을.mp3,135.99917763157896,0.08194137960710851,0.07522698991519233,0.17456941,0.015919505,1.6077372e-05,0.03207778,0.00013935144,0.0057429443,1925.2594561452297,932820.495618041,4205.216267707832,5377582.998874502,0.2631651,0.09522422,2227.0417345010133,515915.60484517674,062-늦은 밤 너의 집 앞 골목길에서-노을.mp3,0.49456707,0.517315,0.029229155,0.02853924
063-오래된 노래-스탠딩 에그(Standing Egg).mp3,143.5546875,0.08442328454933026,0.07729599357523305,0.18164447,0.006315406,-2.2858858e-06,0.024478728,0.00018882318,0.0058442852,2065.9318551856254,582118.7495749787,4724.155655039169,3498307.6777582923,0.31069025,0.08668819,2368.3857185865095,405613.4674712352,063-오래된 노래-스탠딩 에그(Standing Egg).mp3,0.5043714,0.49410558,0.02658467,0.027186936
064-Love poem-아이유(IU).mp3,123.046875,0.07483607131503942,0.06923563374516974,0.1828431,0.012274586,0.0006157505,0.03391311,0.0001377296,0.0043109143,1651.0760931430743,791384.1685639294,3408.9742915712554,4345815.857842987,0.28477508,0.08849844,1961.440529175817,555588.409893174,064-Love poem-아이유(IU).mp3,0.5141368,0.47398505,0.0342593,0.031011963
065-우리가 헤어져야 했던 이유-비비(BIBI).mp3,123.046875,0.07505557264511582,0.06942223366002948,0.20271382,0.018495237,-8.454545e-05,0.037284143,0.00031900153,0.0137803955,1827.8378314826793,761711.9243765144,3781.57937007723,3613537.4797685063,0.30741966,0.09759676,2120.1438521209607,357023.072359765,065-우리가 헤어져야 했던 이유-비비(BIBI).mp3,0.51293486,0.49824792,0.03194209,0.03149411
066-Can't Control Myself-태연 (TAEYEON).mp3,172.265625,0.10968378380886618,0.09765325137823605,0.287184,0.015367617,5.4171906e-05,0.06763306,0.00032301949,0.013408938,2660.712651134012,729865.008595188,5760.098652627175,3011803.3456035666,0.3822209,0.08976329,2627.2135843682036,229547.1319343335,066-Can't Control Myself-태연 (TAEYEON).mp3,0.50863147,0.5093375,0.027631361,0.03624354
067-안녕-폴킴(Paul Kim).mp3,135.99917763157896,0.06072763548564091,0.05703978977396407,0.16653155,0.0119078485,-0.002047563,0.028485034,-0.0018176109,0.0036129744,1520.73728890484,582265.8286366886,3272.683564061357,3262140.9827433387,0.2724632,0.092750505,1903.4439284106638,365529.62980095734,067-안녕-폴킴(Paul Kim).mp3,0.50730044,0.52284455,0.03386519,0.028066756
